"method","loc","cyclo","calls","nbd","param"
"me.umov.business.domain.task.TaskService.copy(TaskModel t)",67,3,97,3,1
"me.umov.business.application.observer.NotificationAfterSaveTask.process(TaskSavedEvent event)",15,3,14,3,1
"me.umov.business.domain.task.TaskService.prioritize(List<Long> tasksIds)",15,3,5,3,1
"me.umov.business.domain.task.TaskService.assignAgentsTasks(AssignAgentsTasksDTO assignAgentsTasks)",13,3,11,3,1
"me.umov.business.domain.task.TaskService.updateTaskWorkCycles(TaskModel task)",11,3,9,3,1
"me.umov.business.application.controller.TaskController.computeDailyResume(@RequestBody List<TaskDailyResume> taskDailyResumes)",20,3,16,2,1
"me.umov.business.taskschedule.domain.Itinerary.replaceAgentItineraries(List<AgentRelationship> agents)",18,3,14,2,1
"me.umov.business.taskschedule.domain.Itinerary.replaceTeamItineraries(List<TeamRelationship> teams)",18,3,14,2,1
"me.umov.business.application.service.RecurrenceService.shouldSkipWeekdayInWeeklyRepetition(RecurrenceConfiguration recurrenceConfiguration, LocalDate processingDate, List<DateInterval> intervals, Recurrent recurrent)",15,3,17,2,4
"me.umov.business.taskschedule.domain.Itinerary.setRecurrenceConfiguration(RecurrenceConfiguration recurrenceConfiguration)",14,3,23,2,1
"me.umov.business.domain.rule.task.ShouldHaveRequiredTaskConfigFields.processRule()",12,3,3,2,0
"me.umov.business.taskschedule.specification.ShouldLoadAllAgents.isSatisfiedBy(ItinerarySchedule candidate)",11,3,8,2,1
"me.umov.business.taskschedule.specification.ShouldLoadAllTeams.isSatisfiedBy(ItinerarySchedule candidate)",11,3,8,2,1
"me.umov.business.taskschedule.specification.ShouldValidateAgentRelationEqualsAllAgents.isSatisfiedBy(ItinerarySchedule candidate)",10,3,5,2,1
"me.umov.business.application.service.RecurrenceService.shouldSkipWeekdayForConfiguration(RecurrenceConfiguration recurrenceConfiguration, LocalDate processingDate)",10,3,4,2,2
"me.umov.business.activity.domain.ActivityModel.isGreaterThanTheFinalEffectiveDate(LocalDate date)",7,3,3,2,1
"me.umov.business.activity.domain.ActivityModel.isLessThanTheInitialEffectiveDate(LocalDate date)",7,3,3,2,1
"me.umov.business.taskschedule.domain.Itinerary.shouldDisableCron()",5,3,2,2,0
"me.umov.business.domain.task.TaskModel.isCanceled()",4,3,3,2,0
"me.umov.business.domain.task.TaskModel.isInPreparation()",4,3,3,2,0
"me.umov.business.domain.task.TaskModel.isPendingToDispatch()",4,3,3,2,0
"me.umov.business.domain.task.TaskModel.isRetrievedFromField()",4,3,3,2,0
"me.umov.business.anticorruption.itinerary.WorkCycleScheduleConverterImpl.convertFrom(SaveWorkCycleScheduleRequest request)",41,3,44,1,1
"me.umov.business.application.model.WorkJourneyModel.isDateIntervalInsideOfJourney(DateInterval dateInterval)",15,3,9,1,1
"me.umov.business.taskschedule.domain.ItinerarySchedule.setRecurrenceConfiguration(RecurrenceConfiguration recurrenceConfiguration)",11,3,19,1,1
"me.umov.business.taskschedule.anticorruption.relationship.AbstractItineraryRelationshipConverter.getId(RelationshipDTO dto)",11,3,11,1,1
"me.umov.business.application.observer.ItineraryCronSchedulerObserver.process(ItinerarySaved event)",10,3,5,1,1
"me.umov.business.application.observer.ItineraryScheduleCronSchedulerObserver.process(ItineraryScheduleSaved event)",10,3,5,1,1
"me.umov.business.shared.specification.domain.AndSpecification.isSatisfiedBy(T candidate)",9,3,8,1,1
"me.umov.business.shared.specification.domain.OrSpecification.isSatisfiedBy(T candidate)",9,3,8,1,1
"me.umov.business.domain.rule.task.ShouldHaveValidAgent.processRule()",9,3,3,1,0
"me.umov.business.domain.rule.task.ShouldHaveValidTeam.processRule()",9,3,3,1,0
"me.umov.business.application.service.DistributionTask.theyAreOnTheSameTeam(List<TaskModel> listTask)",7,3,5,1,1
"me.umov.business.application.interceptor.JWTAuthorizationInterceptor.shouldValidateJWTToken(Object handler)",7,3,2,1,1
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle.validateCancelledSituationToNextSituations(ArrayList<RuleMessage> messages)",6,3,3,1,1
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle.validateInFieldSituationToNextSituations(ArrayList<RuleMessage> messages)",6,3,3,1,1
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle.validatePendingSituationToNextSituations(ArrayList<RuleMessage> messages)",6,3,3,1,1
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle.validatePreparationSituationToNextSituations(ArrayList<RuleMessage> messages)",6,3,3,1,1
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle.validateReturnedSituationToNextSituations(ArrayList<RuleMessage> messages)",6,3,3,1,1
"me.umov.business.taskschedule.domain.ItinerarySchedule.shouldDisableCron()",5,3,2,1,0
"me.umov.business.application.repository.custom.AgentRepositoyCustom.getQuery(List<String> ignoreTaskType)",32,3,5,0,1
"me.umov.business.application.model.dto.CustomFieldValueDTO.toCustomFieldValueModel()",9,3,4,0,0
"me.umov.business.application.repository.custom.AgentRepositoyCustom.findIdleAgentsByTeam(Long clientId, Long teamId, List<String> ignoreTaskType)",8,3,7,0,3
"me.umov.business.taskschedule.application.dto.SaveTaskScheduleGroupRequest.identity()",8,3,5,0,0
"me.umov.business.domain.task.TaskDailyResume.getArrayNonconformities()",7,3,10,0,0
"me.umov.business.taskschedule.application.dto.RelationshipDTO.rootIdentifier()",7,3,3,0,0
"me.umov.business.taskschedule.application.dto.RelationshipDTO.nodeIdentifier()",7,3,1,0,0
"me.umov.business.application.service.DistributionIdleAgent.getAgentAvailable(TaskModel taskModel, RuleRequestDTO dto)",6,3,7,0,2
"me.umov.business.taskschedule.specification.ShouldHaveItineraryInitialDateGreaterThanToday.isSatisfiedBy(ItinerarySchedule candidate)",6,3,6,0,1
"me.umov.business.taskschedule.specification.ShouldHaveItineraryScheduleInitialDateGreaterThanToday.isSatisfiedBy(ItinerarySchedule candidate)",6,3,6,0,1
"me.umov.business.domain.task.TaskDailyResume.getId()",5,3,2,0,0
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl.convertFrom(SaveTaskScheduleGroupRequest request)",42,2,51,4,1
"me.umov.business.domain.task.TaskService.assignTaskWorkCycles(TaskModel task)",14,2,12,3,1
"me.umov.business.domain.task.TaskService.applyAuditValues(TaskModel task)",7,2,9,3,1
"me.umov.business.domain.model.builder.TaskLoader.applyDefaultValues(TaskModel task)",6,2,5,3,1
"me.umov.business.application.model.dto.SaveTaskDTO.addOrRemoveTaskItemsFrom(TaskModel taskModel)",15,2,32,2,1
"me.umov.business.application.service.CustomFieldValueService.removeMultipleListValues(BaseClientModel<Long> clientModel, List<CustomFieldValueModel> customFields)",12,2,26,2,2
"me.umov.business.application.service.CustomFieldValueService.saveAll(BaseClientModel<Long> clientModel, List<CustomFieldValueModel> customFields)",11,2,7,2,2
"me.umov.business.domain.rule.task.ShouldHaveAgentByRequiredTaskConfig.processRule()",10,2,3,2,0
"me.umov.business.application.service.RecurrenceService.shouldProcess(RecurrenceConfiguration recurrenceConfiguration, LocalDate processingDate, Integer recurrenceCount)",8,2,8,2,3
"me.umov.business.domain.workcycle.WorkCycleService.generateWorkCycles(List<Long> activityIds, LocalDate initialDate, LocalDate finalDate, Long itineraryScheduleId)",8,2,2,2,4
"me.umov.business.application.service.CustomFieldValueService.removeWithoutValue(BaseClientModel<Long> clientModel, List<CustomFieldValueModel> customFields)",7,2,10,2,2
"me.umov.business.application.service.RecurrenceService.generateRecurrenceDates(Recurrent recurrent)",7,2,4,2,1
"me.umov.business.domain.task.TaskModel.setActivityOriginList(List<ActivityOrigin> activityOriginList)",7,2,4,2,1
"me.umov.business.taskschedule.domain.Itinerary.setActivityOriginList(List<ItineraryActivityOrigin> activityOriginList)",7,2,4,2,1
"me.umov.business.application.controller.agent.AgentController.byId(@PathVariable Long id)",7,2,2,2,1
"me.umov.business.domain.workcycle.WorkCycleService.getWorkCycleRoot(LocalDate initialDate, LocalDate finalDate, Long itineraryScheduleId, Long activityId)",6,2,4,2,4
"me.umov.business.taskschedule.domain.Itinerary.addAgent(ItineraryAgent itineraryAgent)",6,2,1,2,1
"me.umov.business.shared.specification.domain.BaseValidator.checkResults(List<SpecificationResult> results)",5,2,12,2,1
"me.umov.business.application.service.RecurrenceService.shouldSkipDayInMonthlyRepetition(RecurrenceConfiguration recurrenceConfiguration, LocalDate processingDate)",5,2,3,2,2
"me.umov.business.domain.task.TaskModel.taskActivitiesIsNotEmpty()",5,2,3,2,0
"me.umov.business.application.service.RecurrenceService.getDayOfWeek(LocalDate date)",5,2,2,2,1
"me.umov.business.application.service.RecurrenceService.deserialize(String recurrenceConfigurationJSON)",5,2,1,2,1
"me.umov.business.domain.rule.task.ShouldHaveRequiredTaskConfigFields.shouldProcessField(String taskFieldName)",5,2,1,2,1
"me.umov.business.taskschedule.domain.Itinerary.addItineraryActivity(ItineraryActivity itineraryActivity)",5,2,1,2,1
"me.umov.business.taskschedule.domain.Itinerary.addTeam(ItineraryTeam itineraryTeam)",5,2,1,2,1
"me.umov.business.domain.task.TaskModel.isForTeamExecution()",4,2,5,2,0
"me.umov.business.domain.task.TaskModel.getTeamId()",4,2,3,2,0
"me.umov.business.domain.task.TaskModel.setTeamExecution(TeamExecution teamExecution)",4,2,1,2,1
"me.umov.business.application.model.dto.SaveTaskDTO.getOperation()",3,2,1,2,0
"me.umov.business.domain.task.TaskModel.getActivityOriginCode()",3,2,1,2,0
"me.umov.business.domain.task.TaskModel.getAgentId()",3,2,1,2,0
"me.umov.business.domain.task.TaskModel.getServiceLocalId()",3,2,1,2,0
"me.umov.business.domain.task.TaskModel.getTaskTypeId()",3,2,1,2,0
"me.umov.business.application.model.dto.SaveTaskDTO.toCustomFieldsModels()",2,2,4,2,0
"me.umov.business.application.model.notification.TaskNotification.setStatus(TaskNotificationStatus status)",2,2,1,2,1
"me.umov.business.application.model.notification.TaskNotification.setType(TaskNotificationType type)",2,2,1,2,1
"me.umov.business.application.model.dto.SaveTaskDTO.getSendSituationToInField()",2,2,0,2,0
"me.umov.business.domain.rule.task.ShouldHaveValidSituationLifeCicle.processRule()",19,2,10,1,0
