"method","loc","cyclo","calls","nbd","param"
"me.umov.business.application.model.dto.SaveTaskDTO.toModel(TaskModel taskModel)",90,14,54,2,1
"me.umov.business.domain.rule.task.ShouldHaveValidRecurrenceConfiguration.processRule()",32,14,35,2,0
"me.umov.business.domain.recurrence.RecurrenceConfiguration.equals(Object obj)",27,14,5,1,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskSchedulePartialUpdateConverter.setRecurrenceConfiguration(SaveTaskScheduleGroupRequest request, RecurrenceConfigurationInterface entity)",22,12,35,1,2
"me.umov.business.domain.recurrence.RecurrenceEndsConfiguration.equals(Object obj)",22,11,4,1,1
"me.umov.business.domain.model.builder.TaskLoader.loadAssociation(TaskModel model)",34,9,48,3,1
"me.umov.business.domain.itinerary.Itinerary.setWeekdays(List<Integer> weekdays)",34,9,15,2,1
"me.umov.business.domain.recurrence.RecurrenceRepeatConfiguration.equals(Object obj)",19,9,3,1,1
"me.umov.business.application.model.fixture.ItineraryFixture.withDaysOfWeek(Integer... daysOfWeek)",18,9,7,1,1
"me.umov.business.domain.workcycle.WorkCycleService.applyWorkCycleOperation(List<TaskActivityModel> taskActivities, List<TaskActivityModel> executedActivities, WorkCycleOperation operation)",40,8,32,2,3
"me.umov.business.domain.rule.task.ShouldHaveValidActivitiesAssociated.processRule()",23,8,26,2,0
"me.umov.business.domain.itinerary.Itinerary.getWeekDays()",19,8,14,2,0
"me.umov.business.domain.task.TaskModel.sendNotificationCasesOnEditSchedule(TaskModel old)",14,8,8,2,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskSchedulePartialUpdateConverter.childItineraryRecurrenceConfigurations(SaveTaskScheduleGroupRequest request, ItinerarySchedule taskSchedule)",25,8,25,1,2
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl.buildTeams(SaveTaskScheduleGroupRequest request)",22,7,22,4,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.AbstractTaskScheduleGroupConverter.buildTeams(SaveTaskScheduleGroupRequest request)",22,7,22,4,1
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl.buildTaskSchedule(SaveTaskScheduleGroupRequest request)",17,7,12,4,1
"me.umov.business.application.service.IntegrationService.buildEntity(IntegrationModel<Long> entity, IntegrationRepository<T> repository)",20,7,17,2,2
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl.buildActivities(SaveTaskScheduleGroupRequest request)",17,6,15,4,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.AbstractTaskScheduleGroupConverter.buildActivities(SaveTaskScheduleGroupRequest request)",17,6,15,4,1
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl.loadTaskType(SaveTaskScheduleGroupRequest request)",15,6,11,4,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.AbstractTaskScheduleGroupConverter.loadTaskType(SaveTaskScheduleGroupRequest request)",15,6,11,4,1
"me.umov.business.domain.task.TaskServiceTest.shouldCopyTaskWithAllValues()",48,6,73,2,0
"me.umov.business.domain.task.TaskModel.getDateInterval()",23,6,6,2,0
"me.umov.business.application.model.notification.TaskNotification.getAgentIdList(List<AgentModel> agents)",9,6,6,2,1
"me.umov.business.application.repository.custom.task.TaskRepositoryCustomImpl.buildQuery(TaskModel taskModel)",18,6,22,1,1
"me.umov.business.taskschedule.anticorruption.relationship.RelationshipFactory.get(RelationshipDTO relationshipDTO)",17,6,9,1,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskSchedulePartialUpdateConverter.loadTaskType(SaveTaskScheduleGroupRequest request)",15,6,11,1,1
"me.umov.business.infrastructure.serialization.LocalDateTimeSerializationAdapter.deserialize(JsonElement json, Type typeOfT, JsonDeserializationContext context)",14,6,10,0,3
"me.umov.business.infrastructure.serialization.LocalTimeSerializationAdapter.deserialize(JsonElement json, Type typeOfT, JsonDeserializationContext context)",14,6,8,0,3
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl.buildAgents(SaveTaskScheduleGroupRequest request)",15,5,14,4,1
"me.umov.business.taskschedule.anticorruption.TaskScheduleGroupConverterImpl.buildLocals(SaveTaskScheduleGroupRequest request)",15,5,14,4,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.AbstractTaskScheduleGroupConverter.buildAgents(SaveTaskScheduleGroupRequest request)",15,5,14,4,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.AbstractTaskScheduleGroupConverter.buildLocals(SaveTaskScheduleGroupRequest request)",15,5,14,4,1
"me.umov.business.application.service.notification.TaskNotificationService.sendNotificationTo(TaskModel task)",14,5,8,3,1
"me.umov.business.domain.itinerary.specification.ShouldLoadAllActivities.isSatisfiedBy(ItinerarySchedule candidate)",13,5,11,3,1
"me.umov.business.domain.rule.task.ShouldHaveScheduleInsideOfAgentJourney.processRule()",20,5,15,2,0
"me.umov.business.domain.rule.task.ShouldHaveRequiredTaskConfigFields.processRequiredFieldConfiguration(TaskConfigModel fieldConfiguration)",16,5,10,2,1
"me.umov.business.domain.itinerary.Itinerary.getRecurrenceConfiguration()",15,5,11,2,0
"me.umov.business.domain.itinerary.specification.ShouldServiceLocalHaveFinalHourGreaterThenInitialHour.isSatisfiedBy(ItinerarySchedule itinerarySchedule)",13,5,7,2,1
"me.umov.business.domain.itinerary.Itinerary.cronExpression()",11,5,3,2,0
"me.umov.business.application.service.RecurrenceService.shouldSkipWeekDayAndWeekInMonthlyRepetition(RecurrenceConfiguration recurrenceConfiguration, LocalDate processingDate)",10,5,9,2,2
"me.umov.business.application.model.dto.SaveTaskDTO.setSituationToInFieldWhenInPreparationAndFlagOn()",4,5,3,2,0
"me.umov.business.domain.itinerary.ItinerarySchedule.getRecurrenceConfiguration()",15,5,9,1,0
"me.umov.business.domain.rule.task.ShouldHaveValidInitialDate.processRule()",12,5,10,1,0
"me.umov.business.domain.itinerary.ItinerarySchedule.cronExpression()",11,5,3,1,0
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskSchedulePartialUpdateConverter.setDefaultValues(SaveTaskScheduleGroupRequest request, ItinerarySchedule taskScheduleBase)",9,5,11,1,2
"me.umov.business.domain.recurrence.RecurrenceConfiguration.hashCode()",9,5,4,1,0
"me.umov.business.application.repository.custom.ActivityRepositoryImpl.findDefaultActivitiesFor(Long clientId, List<String> origin, Long teamId, Long agentId, Long serviceLocalId, Long taskTypeId)",21,5,11,0,6
"me.umov.business.taskschedule.application.dto.RelationshipDTO.isRelationship(IntegrationModel<Long> integrationModel)",8,5,8,0,1
"me.umov.business.domain.task.TaskService.generateRecurrentTasks(TaskModel taskModel)",17,4,20,3,1
"me.umov.business.domain.task.TaskService.updateWorkCycleExecution(TaskDailyResume taskDailyResume)",15,4,20,3,1
"me.umov.business.application.service.RecurrenceService.processRecurrences(Recurrent recurrent, RecurrenceConfiguration recurrenceConfiguration)",24,4,15,2,2
"me.umov.business.application.service.CustomFieldValueService.loadEntityCustomFieldsConfig(BaseClientModel<Long> model)",18,4,22,2,1
"me.umov.business.domain.rule.customfield.ShouldHaveRequiredCustomFields.processRule()",15,4,22,2,0
"me.umov.business.domain.rule.customfield.ShouldHaveValidMultimidiaURLCustomFields.processRule()",15,4,22,2,0
"me.umov.business.domain.rule.customfield.ShouldHaveValidGeocoordinateCustomFields.processRule()",15,4,21,2,0
"me.umov.business.application.service.RecurrenceService.hasFiveOccurrencesOfTheDayWeekMonth(LocalDate processingDate, int weekDay)",14,4,8,2,2
"me.umov.business.application.service.RecurrenceService.shouldSkipWeekdayForRepeatEveryRule(RecurrenceConfiguration recurrenceConfiguration, LocalDate processingDate, List<DateInterval> intervals, Recurrent recurrent)",13,4,8,2,4
"me.umov.business.domain.rule.task.ShouldHaveAgentByRequiredTaskConfig.processRequiredFieldConfiguration(TaskConfigModel fieldConfiguration)",13,4,8,2,1
"me.umov.business.domain.itinerary.Itinerary.getDateInterval()",13,4,4,2,0
"me.umov.business.domain.itinerary.specification.ShouldHaveValidInitialHourAndFinalHourCombination.isSatisfiedBy(ItinerarySchedule itinerarySchedule)",12,4,5,2,1
"me.umov.business.domain.itinerary.specification.ShouldLoadAllServiceLocals.isSatisfiedBy(ItinerarySchedule candidate)",11,4,9,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateSomeAgentsRelationWithTeams.isSatisfiedBy(ItinerarySchedule candidate)",10,4,7,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateSomeAgentsRelationWithoutAgents.isSatisfiedBy(ItinerarySchedule candidate)",10,4,7,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateSomeTeamsRelationWithAgents.isSatisfiedBy(ItinerarySchedule candidate)",10,4,7,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateTeamsByRelation.isSatisfiedBy(ItinerarySchedule candidate)",10,4,7,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateAutomaticActivityLoadConfig.isSatisfiedBy(ItinerarySchedule candidate)",10,4,6,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateItineraryActivitiesOriginWithoutActivities.isSatisfiedBy(ItinerarySchedule candidate)",10,4,6,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateMultipleActivitiesOrigin.isSatisfiedBy(ItinerarySchedule candidate)",10,4,6,2,1
"me.umov.business.domain.itinerary.specification.ShouldValidateNotNullTeamExecutionWhenItIsForSomeTeams.isSatisfiedBy(ItinerarySchedule candidate)",10,4,5,2,1
"me.umov.business.domain.itinerary.Itinerary.getActivityOriginList()",8,4,6,2,0
"me.umov.business.domain.task.TaskModel.getActivityOriginList()",8,4,6,2,0
"me.umov.business.application.model.dto.SaveTaskDTO.changedAgent(TaskModel taskModel)",6,4,6,2,1
"me.umov.business.domain.task.TaskModel.isAbleToSendNotification(TaskModel old)",6,4,2,2,1
"me.umov.business.domain.itinerary.ItinerarySchedule.getDateInterval()",13,4,4,1,0
"me.umov.business.domain.rule.task.ShouldHaveServiceLocal.processRule()",11,4,6,1,0
"me.umov.business.domain.generic.specification.ShouldHaveValidId.isSatisfiedBy(T candidate)",10,4,9,1,1
"me.umov.business.domain.recurrence.RecurrenceEndsConfiguration.hashCode()",8,4,3,1,0
"me.umov.business.domain.recurrence.RecurrenceRepeatConfiguration.hashCode()",8,4,3,1,0
"me.umov.business.application.authorization.JWTService.getAccesToken(Claim accesToken)",7,4,4,1,1
"me.umov.business.infrastructure.jpa.LocalTimeConverter.convertToEntityAttribute(String dbData)",12,4,4,0,1
"me.umov.business.taskschedule.anticorruption.taskSchedule.TaskScheduleConverterFactory.get(SaveTaskScheduleGroupRequest request)",11,4,4,0,1
"me.umov.business.infrastructure.serialization.LocalDateSerializationAdapter.deserialize(JsonElement json, Type typeOfT, JsonDeserializationContext context)",6,4,5,0,3
"me.umov.business.application.model.dto.AgentJourneyHoursDTO.getId()",5,4,2,0,0
"me.umov.business.domain.task.TaskService.copy(TaskModel t)",67,3,97,3,1
"me.umov.business.application.observer.NotificationAfterSaveTask.process(TaskSavedEvent event)",15,3,14,3,1
"me.umov.business.domain.task.TaskService.prioritize(List<Long> tasksIds)",15,3,5,3,1
"me.umov.business.domain.task.TaskService.assignAgentsTasks(AssignAgentsTasksDTO assignAgentsTasks)",13,3,11,3,1
"me.umov.business.domain.task.TaskService.updateTaskWorkCycles(TaskModel task)",11,3,9,3,1
"me.umov.business.application.controller.TaskController.computeDailyResume(@RequestBody List<TaskDailyResume> taskDailyResumes)",20,3,16,2,1
"me.umov.business.domain.itinerary.Itinerary.replaceAgentItineraries(List<AgentRelationship> agents)",18,3,14,2,1
"me.umov.business.domain.itinerary.Itinerary.replaceTeamItineraries(List<TeamRelationship> teams)",18,3,14,2,1
"me.umov.business.application.service.RecurrenceService.shouldSkipWeekdayInWeeklyRepetition(RecurrenceConfiguration recurrenceConfiguration, LocalDate processingDate, List<DateInterval> intervals, Recurrent recurrent)",15,3,17,2,4
