"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa"
"edu.umd.cs.findbugs.ba.npe.NullDerefAndRedundantComparisonFinder",625,20,9,151,45,28,2,31,17
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierApplications",618,38,18,129,25,14,9,18,10
"edu.umd.cs.findbugs.detect.SerializableIdiom",616,12,9,234,36,19,0,26,34
"edu.umd.cs.findbugs.ba.AnalysisContext",612,84,80,132,47,28,137,36,30
"edu.umd.cs.findbugs.gui2.MainFrameMenu",605,47,46,63,36,12,1,22,13
"edu.umd.cs.findbugs.detect.FindPuzzlers",594,10,7,255,33,22,0,29,22
"edu.umd.cs.findbugs.TextUICommandLine",593,21,14,139,23,4,2,14,39
"edu.umd.cs.findbugs.SourceLineAnnotation",581,59,54,113,29,16,76,24,27
"edu.umd.cs.findbugs.gui2.MainFrameTree",581,45,43,72,51,4,1,17,13
"edu.umd.cs.findbugs.ba.ClassContext",571,64,53,122,50,27,114,34,9
"edu.umd.cs.findbugs.visitclass.PreorderVisitor",568,64,58,136,51,17,32,26,27
"edu.umd.cs.findbugs.workflow.RejarClassesForAnalysis",556,29,23,105,34,5,1,28,28
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor",544,31,16,136,39,12,1,20,8
"edu.umd.cs.findbugs.gui2.BugTreeModel",542,49,44,114,19,2,2,10,15
"edu.umd.cs.findbugs.detect.FindHEmismatch",541,14,13,215,34,21,0,26,28
"edu.umd.cs.findbugs.detect.FindBadCast2",534,6,4,8,57,33,0,35,5
"edu.umd.cs.findbugs.ba.vna.ValueNumberFrame",530,41,26,152,18,5,43,14,11
"edu.umd.cs.findbugs.ba.type.TypeAnalysis",525,32,25,121,44,23,3,34,17
"edu.umd.cs.findbugs.classfile.engine.ClassParserUsingASM",524,33,31,120,27,12,2,18,34
"edu.umd.cs.findbugs.detect.Naming",524,25,12,168,37,21,0,29,11
"edu.umd.cs.findbugs.gui2.NewProjectWizard",521,23,17,34,42,7,2,21,20
"edu.umd.cs.findbugs.detect.FindDeadLocalStores",508,9,3,140,65,27,0,33,6
"edu.umd.cs.findbugs.gui2.MainFrameLoadSaveHelper",499,29,27,47,21,9,1,15,4
"edu.umd.cs.findbugs.util.Util",496,67,66,101,41,2,50,26,7
"edu.umd.cs.findbugs.classfile.impl.ClassPathBuilder",493,35,18,115,40,23,1,38,15
"edu.umd.cs.findbugs.classfile.analysis.MethodInfo",476,77,70,154,27,15,7,22,36
"edu.umd.cs.findbugs.detect.CheckTypeQualifiers",475,16,2,120,59,45,0,51,9
"edu.umd.cs.findbugs.workflow.Update",467,15,8,111,28,15,2,26,21
"edu.umd.cs.findbugs.detect.FindUnsatisfiedObligation",466,28,16,100,50,33,0,41,27
"edu.umd.cs.findbugs.updates.UpdateChecker",457,30,15,86,41,9,6,28,15
"edu.umd.cs.findbugs.ba.XFactory",455,51,46,93,40,20,59,26,9
"edu.umd.cs.findbugs.gui2.MainFrameComponentFactory",452,29,24,53,57,9,1,20,8
"edu.umd.cs.findbugs.ba.Hierarchy",449,43,43,104,28,8,35,12,11
"edu.umd.cs.findbugs.detect.FindSqlInjection",448,29,20,83,45,23,0,29,19
"edu.umd.cs.findbugs.anttask.FindBugsTask",447,49,45,139,11,2,0,9,36
"edu.umd.cs.findbugs.ba.DefaultNullnessAnnotations",444,2,1,3,1,1,1,2,1
"edu.umd.cs.findbugs.Plugin",434,76,73,102,24,5,17,16,27
"edu.umd.cs.findbugs.ProjectStats",432,37,36,97,35,5,13,18,17
"edu.umd.cs.findbugs.detect.DroppedException",428,8,5,133,27,16,0,22,14
"edu.umd.cs.findbugs.DetectorFactoryCollection",415,52,41,107,27,6,37,15,20
"edu.umd.cs.findbugs.detect.InfiniteLoop",414,27,19,125,16,7,0,20,11
"edu.umd.cs.findbugs.detect.OverridingEqualsNotSymmetrical",411,8,5,86,26,19,0,23,25
"edu.umd.cs.findbugs.config.UserPreferences",400,38,35,87,26,6,9,22,26
"edu.umd.cs.findbugs.cloud.AbstractCloudTest",392,65,56,82,26,9,0,16,7
"edu.umd.cs.findbugs.ba.SourceFinder",382,46,42,77,28,5,8,18,12
"edu.umd.cs.findbugs.gui2.GUISaveState",381,42,39,54,21,3,4,9,42
"edu.umd.cs.findbugs.ba.npe.IsNullValueFrameModelingVisitor",381,25,20,86,42,19,1,24,7
"edu.umd.cs.findbugs.gui2.ViewFilter",377,67,62,31,8,4,1,8,18
"edu.umd.cs.findbugs.ba.Dataflow",371,20,13,28,13,7,23,14,7
"edu.umd.cs.findbugs.classfile.analysis.ClassInfo",358,37,34,123,27,16,11,23,21
"edu.umd.cs.findbugs.detect.FindUnreleasedLock",354,20,18,76,44,29,0,37,10
"edu.umd.cs.findbugs.detect.NoiseNullDeref",354,18,11,72,63,43,0,49,10
"edu.umd.cs.findbugs.ba.generic.GenericUtilities",352,31,30,78,11,3,7,9,1
"edu.umd.cs.findbugs.plan.ExecutionPlan",352,27,13,81,20,8,2,13,8
"edu.umd.cs.findbugs.log.Profiler",344,33,32,65,17,5,16,25,18
"edu.umd.cs.findbugs.detect.CheckExpectedWarnings",344,11,6,81,42,27,0,33,12
"edu.umd.cs.findbugs.workflow.MineBugHistory",341,23,21,81,15,7,1,15,19
"edu.umd.cs.findbugs.cloud.DoNothingCloud",340,75,74,83,17,7,2,12,2
"edu.umd.cs.findbugs.classfile.impl.AnalysisCache",340,32,27,61,28,19,1,31,16
"edu.umd.cs.findbugs.gui2.SorterTableColumnModel",328,35,33,74,26,0,4,6,8
"edu.umd.cs.findbugs.ba.Hierarchy2",328,20,15,68,27,10,16,13,3
"edu.umd.cs.findbugs.FindBugs",327,20,19,45,21,7,30,17,12
"edu.umd.cs.findbugs.ba.CFG",326,46,42,89,13,2,91,7,15
"edu.umd.cs.findbugs.ba.npe.IsNullValue",323,43,36,87,9,8,20,13,22
"edu.umd.cs.findbugs.ba.npe.TypeQualifierNullnessAnnotationDatabase",320,15,13,69,33,27,3,33,4
"edu.umd.cs.findbugs.detect.MutableStaticFields",319,11,7,66,22,11,0,15,22
"edu.umd.cs.findbugs.ba.Frame",318,37,36,91,11,1,5,6,7
"edu.umd.cs.findbugs.ba.AnnotationDatabase",318,18,10,44,16,5,6,11,9
"edu.umd.cs.findbugs.classfile.engine.bcel.FinallyDuplicatesInfoFactory",318,13,10,84,32,6,1,18,8
"edu.umd.cs.findbugs.gui2.SourceDirectoryWizard",315,26,22,13,16,7,2,27,31
"edu.umd.cs.findbugs.detect.DuplicateBranches",310,12,4,75,27,11,0,19,3
"edu.umd.cs.findbugs.DiscoverSourceDirectories",306,48,45,50,22,13,2,25,7
"edu.umd.cs.findbugs.jaif.JAIFParser",302,26,12,45,4,1,1,10,2
"edu.umd.cs.findbugs.detect.FindOpenStream",302,10,10,43,32,18,0,25,9
"edu.umd.cs.findbugs.LocalVariableAnnotation",301,26,26,64,25,14,27,20,19
"edu.umd.cs.findbugs.ba.obl.ObligationAnalysis",300,18,13,85,31,18,1,21,11
"edu.umd.cs.findbugs.MethodAnnotation",298,29,27,73,16,12,37,18,21
"edu.umd.cs.findbugs.ba.bcp.PatternMatcher",292,25,21,69,21,13,1,19,22
"edu.umd.cs.findbugs.workflow.MergeSummarizeAndView",292,18,12,48,26,14,1,23,20
"edu.umd.cs.findbugs.ba.BytecodeScanner",291,4,2,6,1,1,6,2,2
"edu.umd.cs.findbugs.config.ProjectFilterSettings",289,24,23,60,13,5,2,15,15
"edu.umd.cs.findbugs.detect.SwitchFallthrough",289,7,4,88,28,18,0,23,17
"edu.umd.cs.findbugs.detect.CheckRelaxingNullnessAnnotation",284,15,8,67,36,17,0,24,7
"edu.umd.cs.findbugs.AbstractBugReporter",283,33,26,72,20,6,3,15,14
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierValueSet",277,36,26,68,9,2,2,7,6
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierValue",277,20,15,30,28,14,8,23,15
"edu.umd.cs.findbugs.detect.LazyInit",277,7,6,65,49,33,0,39,4
"edu.umd.cs.findbugs.detect.BuildObligationPolicyDatabase",276,12,5,46,39,25,1,33,12
"edu.umd.cs.findbugs.visitclass.BetterVisitor",271,70,70,70,37,0,1,3,0
"edu.umd.cs.findbugs.detect.FindSelfComparison",269,6,4,106,17,14,0,19,9
"edu.umd.cs.findbugs.detect.UselessSubclassMethod",266,12,9,97,17,5,0,11,9
"edu.umd.cs.findbugs.gui2.SourceCodeDisplay",265,16,11,46,20,6,1,13,15
"edu.umd.cs.findbugs.StackMapAnalyzer",262,12,4,42,25,4,0,8,3
"edu.umd.cs.findbugs.ba.deref.UnconditionalValueDerefSet",258,24,23,63,15,5,7,9,6
"edu.umd.cs.findbugs.ba.BasicBlock",255,38,37,63,10,2,37,11,11
"edu.umd.cs.findbugs.gui2.BugSet",252,29,24,51,15,5,10,10,7
"edu.umd.cs.findbugs.gui2.AbstractSwingGuiCallback",250,26,18,41,30,3,1,16,2
"edu.umd.cs.findbugs.Version",250,8,7,39,15,4,4,10,23
"edu.umd.cs.findbugs.cloud.Cloud",247,104,104,97,16,5,21,6,6
"edu.umd.cs.findbugs.config.CommandLine",245,16,11,52,18,4,16,16,9
"edu.umd.cs.findbugs.workflow.SetBugDatabaseInfo",244,4,2,58,19,9,0,18,18
"edu.umd.cs.findbugs.detect.MethodReturnCheck",243,7,4,53,25,19,0,24,12
"edu.umd.cs.findbugs.ba.IncompatibleTypes",242,11,8,72,17,8,16,11,21
"edu.umd.cs.findbugs.ba.URLClassPath",241,28,27,52,17,2,2,10,7
"edu.umd.cs.findbugs.ba.npe.IsNullValueFrame",241,20,20,65,13,6,11,10,5
"edu.umd.cs.findbugs.detect.DontIgnoreResultOfPutIfAbsent",240,6,3,56,51,29,0,34,6
"edu.umd.cs.findbugs.detect.LoadOfKnownNullValue",239,5,3,46,35,21,0,26,2
"edu.umd.cs.findbugs.PackageStats",238,36,34,42,13,2,10,15,11
"edu.umd.cs.findbugs.FieldAnnotation",238,25,23,50,23,11,36,17,13
"edu.umd.cs.findbugs.detect.UncallableMethodOfAnonymousClass",238,10,9,62,23,16,0,20,3
"edu.umd.cs.findbugs.detect.StaticCalendarDetector",234,9,8,62,28,17,0,21,13
"edu.umd.cs.findbugs.gui2.AnalyzingDialog",233,24,17,22,17,3,1,13,11
"edu.umd.cs.findbugs.ba.LockSet",233,19,15,65,5,3,7,6,6
"edu.umd.cs.findbugs.ba.ch.Subtypes2Test",232,32,30,17,8,5,0,7,26
"edu.umd.cs.findbugs.classfile.engine.ClassParser",232,14,6,50,15,8,3,14,7
"edu.umd.cs.findbugs.DetectorFactory",231,30,30,51,8,1,12,8,17
"edu.umd.cs.findbugs.ba.SourceInfoMap",228,28,25,53,13,2,5,14,11
"edu.umd.cs.findbugs.ba.vna.ValueNumberAnalysis",228,24,20,47,20,10,4,15,11
"edu.umd.cs.findbugs.DeepSubtypeAnalysis",227,11,10,55,13,5,6,9,7
"edu.umd.cs.findbugs.PrintingBugReporter",227,9,7,50,14,4,3,17,7
"edu.umd.cs.findbugs.anttask.FilterBugsTask",226,40,34,51,2,0,0,3,29
"edu.umd.cs.findbugs.util.TopologicalSort",226,15,12,51,14,3,1,17,10
"edu.umd.cs.findbugs.detect.BuildStringPassthruGraph",225,15,15,52,17,5,0,16,9
"edu.umd.cs.findbugs.detect.FunctionsThatMightBeMistakenForProcedures",224,6,6,66,23,15,0,18,11
"edu.umd.cs.findbugs.anttask.AbstractFindBugsTask",223,31,20,56,9,0,7,9,18
"edu.umd.cs.findbugs.gui2.BugLoader",223,15,10,31,31,16,0,25,3
"edu.umd.cs.findbugs.ba.type.ExceptionSet",222,26,24,50,10,3,2,8,8
"edu.umd.cs.findbugs.graph.AbstractGraph",219,37,36,43,3,0,5,7,8
"edu.umd.cs.findbugs.BugRanker",219,14,8,53,13,4,8,14,11
"edu.umd.cs.findbugs.detect.WrongMapIterator",218,16,10,74,17,13,0,18,15
"edu.umd.cs.findbugs.detect.FindNonShortCircuit",218,10,4,71,8,6,0,10,14
"edu.umd.cs.findbugs.detect.StringConcatenation",217,5,3,72,10,6,0,14,14
"edu.umd.cs.findbugs.updates.UpdateCheckerTest",215,22,14,21,25,4,0,13,10
"edu.umd.cs.findbugs.ba.CheckReturnAnnotationDatabase",215,4,3,19,6,0,2,4,1
"edu.umd.cs.findbugs.classfile.DescriptorFactory",214,30,28,49,16,5,89,10,6
"edu.umd.cs.findbugs.util.TestDesktopIntegration",212,10,10,18,23,1,1,16,6
"edu.umd.cs.findbugs.detect.RuntimeExceptionCapture",209,7,7,43,37,24,0,31,11
"edu.umd.cs.findbugs.BugDesignation",206,23,23,62,9,4,7,10,6
"edu.umd.cs.findbugs.model.ClassFeatureSet",204,19,18,51,17,7,6,17,13
"edu.umd.cs.findbugs.detect.Noise",204,15,15,88,9,6,0,9,7
"edu.umd.cs.findbugs.ba.Edge",200,17,17,62,9,1,36,9,2
"edu.umd.cs.findbugs.graph.AbstractDepthFirstSearch",199,28,15,43,5,0,2,8,15
"edu.umd.cs.findbugs.workflow.CopyBuggySource",199,8,5,41,22,10,1,15,14
"edu.umd.cs.findbugs.detect.FindMaskedFields",195,7,7,56,22,13,0,16,8
"edu.umd.cs.findbugs.FuzzyBugComparator",194,16,13,45,6,1,0,8,6
"edu.umd.cs.findbugs.detect.CrossSiteScripting",192,6,3,63,16,11,0,15,8
"edu.umd.cs.findbugs.ba.FieldSummary",191,14,14,44,20,9,11,11,7
"edu.umd.cs.findbugs.gui2.PluginUpdateDialog",191,12,7,28,28,4,1,16,2
"edu.umd.cs.findbugs.ba.PruneUnconditionalExceptionThrowerEdges",191,6,5,38,20,5,2,10,11
"edu.umd.cs.findbugs.cloud.BugFilingCommentHelper",190,10,9,26,19,10,0,15,6
"edu.umd.cs.findbugs.detect.Stream",189,25,22,47,15,7,6,11,8
"edu.umd.cs.findbugs.detect.FindSelfComparison2",189,7,3,66,26,18,0,23,1
"edu.umd.cs.findbugs.detect.RedundantConditions",189,7,3,68,25,11,0,14,2
"edu.umd.cs.findbugs.workflow.Churn",188,11,12,40,12,6,1,15,8
"edu.umd.cs.findbugs.detect.IncompatMask",187,9,5,63,5,4,0,9,5
"edu.umd.cs.findbugs.detect.InitializationChain",187,8,7,49,20,8,0,16,14
"edu.umd.cs.findbugs.detect.FindDoubleCheck",187,4,3,80,12,6,0,10,13
"edu.umd.cs.findbugs.filter.Filter",186,22,21,38,19,6,16,13,2
"edu.umd.cs.findbugs.detect.FindJSR166LockMonitorenter",186,5,4,39,33,21,0,26,3
"edu.umd.cs.findbugs.ba.UnresolvedXMethod",185,31,30,39,15,7,0,12,2
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierDataflowAnalysis",184,17,13,41,22,13,2,18,7
"edu.umd.cs.findbugs.ba.generic.GenericSignatureParser",184,10,11,53,10,0,14,9,2
"edu.umd.cs.findbugs.detect.FindUseOfNonSerializableValue",184,5,4,42,36,16,0,22,4
"edu.umd.cs.findbugs.ba.SignatureParser",183,19,20,51,7,0,43,10,4
"edu.umd.cs.findbugs.detect.RepeatedConditionals",182,7,4,53,17,6,0,11,6
"edu.umd.cs.findbugs.detect.BuildUnconditionalParamDerefDatabase",182,6,3,54,35,22,2,27,3
"edu.umd.cs.findbugs.ba.ClassHash",181,20,18,33,17,3,0,10,6
"edu.umd.cs.findbugs.SystemProperties",181,14,12,28,12,2,135,8,7
"edu.umd.cs.findbugs.ba.InnerClassAccessMap",181,13,7,44,15,1,4,7,8
"edu.umd.cs.findbugs.classfile.analysis.FieldInfo",180,31,29,107,23,14,6,20,9
"edu.umd.cs.findbugs.Obfuscate",179,23,15,42,5,1,1,5,1
"edu.umd.cs.findbugs.detect.FindRoughConstants",177,13,8,49,16,5,0,13,10
"edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflowAnalysis",176,16,4,45,28,14,2,17,1
"edu.umd.cs.findbugs.VersionInsensitiveBugComparator",176,13,10,48,5,3,1,9,5
"edu.umd.cs.findbugs.detect.FormatStringChecker",176,3,3,3,18,12,0,13,6
"edu.umd.cs.findbugs.Tokenizer",174,6,2,40,4,0,1,3,3
"edu.umd.cs.findbugs.I18N",173,15,14,44,10,0,7,6,8
"edu.umd.cs.findbugs.detect.CloneIdiom",170,9,9,47,21,16,0,20,11
"edu.umd.cs.findbugs.ProjectPackagePrefixes",169,12,10,41,16,3,3,20,7
"edu.umd.cs.findbugs.ba.npe.DerefFinder",169,2,2,33,36,23,1,25,1
"edu.umd.cs.findbugs.io.IO",167,15,12,27,16,1,9,6,2
"edu.umd.cs.findbugs.gui2.NewFilterFrame",167,10,10,8,21,0,2,8,3
"edu.umd.cs.findbugs.cloud.username.WebCloudNameLookup",166,15,11,31,17,6,0,15,10
"edu.umd.cs.findbugs.ba.jsr305.BackwardTypeQualifierDataflowAnalysis",166,13,7,41,28,17,2,19,4
"edu.umd.cs.findbugs.Analyze",165,7,6,37,12,7,2,10,6
"edu.umd.cs.findbugs.util.ClassName",164,16,16,51,6,1,54,5,0
"edu.umd.cs.findbugs.detect.InvalidJUnitTest",163,9,5,57,14,11,0,14,6
"edu.umd.cs.findbugs.classfile.engine.bcel.CFGFactory",163,3,3,3,34,23,1,24,1
"edu.umd.cs.findbugs.detect.StreamResourceTracker",162,16,15,35,21,9,1,12,7
"edu.umd.cs.findbugs.ba.AssertionMethods",159,9,7,55,20,1,7,7,5
"edu.umd.cs.findbugs.detect.DumbMethodInvocations",158,5,3,36,27,16,0,21,5
"edu.umd.cs.findbugs.PropertyBundle",157,19,18,30,9,2,8,4,5
"edu.umd.cs.findbugs.TextUIBugReporter",157,18,15,28,4,1,5,4,10
"edu.umd.cs.findbugs.classfile.impl.ZipInputStreamCodeBase",157,11,10,31,13,6,1,14,6
"edu.umd.cs.findbugs.detect.FindCircularDependencies",157,8,5,38,10,3,0,13,7
"edu.umd.cs.findbugs.ba.obl.StateSet",155,24,23,37,8,1,4,4,5
"edu.umd.cs.findbugs.ba.Path",155,15,13,32,2,0,5,5,6
"edu.umd.cs.findbugs.ba.ResourceValueAnalysis",155,7,5,47,9,1,3,6,7
"edu.umd.cs.findbugs.detect.InfiniteRecursiveLoop",154,4,4,68,10,8,0,12,6
"edu.umd.cs.findbugs.BugInstanceTest",153,18,11,22,8,2,0,6,1
"edu.umd.cs.findbugs.detect.FindFloatEquality",152,6,5,54,11,7,0,13,7
"edu.umd.cs.findbugs.SAXBugCollectionHandlerTest",152,4,4,4,4,1,0,2,0
"edu.umd.cs.findbugs.props.WarningPropertySet",151,13,13,16,6,3,7,10,1
"edu.umd.cs.findbugs.detect.FindNullDerefsInvolvingNonShortCircuitEvaluation",151,7,5,29,24,18,0,21,2
"edu.umd.cs.findbugs.tools.FixIndentation",151,3,1,35,14,3,0,10,6
"edu.umd.cs.findbugs.ba.BlockType",150,19,18,45,1,0,1,3,6
"edu.umd.cs.findbugs.gui2.DockLayout",150,13,13,14,27,1,0,4,9
"edu.umd.cs.findbugs.ba.obl.InstructionActionCache",150,5,4,32,32,13,1,17,7
"edu.umd.cs.findbugs.gui2.CommentsArea",149,17,14,16,19,5,1,12,5
"edu.umd.cs.findbugs.Lookup",149,12,12,34,15,9,5,11,0
"edu.umd.cs.findbugs.XDocsBugReporter",149,12,8,22,10,1,1,6,12
"edu.umd.cs.findbugs.gui2.ProjectSettings",149,11,10,21,10,0,2,1,5
"edu.umd.cs.findbugs.detect.BadSyntaxForRegularExpression",148,8,2,63,7,5,0,10,1
"edu.umd.cs.findbugs.detect.CovariantArrayAssignment",148,4,3,52,17,12,0,16,1
"edu.umd.cs.findbugs.tools.xml.CheckMessages",147,13,14,27,12,1,1,10,5
"edu.umd.cs.findbugs.detect.ResolveAllReferences",146,10,5,33,29,13,0,18,2
"edu.umd.cs.findbugs.detect.FindUninitializedGet",146,8,8,45,21,10,0,13,8
"edu.umd.cs.findbugs.ba.type.StandardTypeMerger",145,8,2,24,13,7,3,11,3
"edu.umd.cs.findbugs.xml.OutputStreamXMLOutput",142,21,17,27,9,1,8,4,5
"edu.umd.cs.findbugs.gui2.StackedFilterMatcher",142,9,10,33,6,1,3,8,2
"edu.umd.cs.findbugs.gui2.FilterFactory",142,8,5,50,16,14,0,17,0
"edu.umd.cs.findbugs.workflow.CloudSyncAndReport",142,8,7,25,16,8,1,15,8
"edu.umd.cs.findbugs.classfile.impl.SingleFileCodeBase",141,20,20,23,20,13,1,16,8
"edu.umd.cs.findbugs.tools.html.PrettyPrintBugDescriptions",141,15,7,29,10,3,1,8,7
"edu.umd.cs.findbugs.classfile.analysis.ClassNameAndSuperclassInfo",139,29,28,97,10,3,9,5,14
"edu.umd.cs.findbugs.sourceViewer.NavigableTextPane",139,15,9,26,13,1,1,12,1
"edu.umd.cs.findbugs.gui2.SplashFrame",139,7,7,11,13,0,2,10,10
"edu.umd.cs.findbugs.detect.ReadOfInstanceFieldInMethodInvokedByConstructorInSuperclass",139,4,3,37,21,15,0,18,2
"edu.umd.cs.findbugs.cloud.BugCollectionStorageCloud",138,27,26,32,9,3,1,5,0
"edu.umd.cs.findbugs.SwitchHandler",138,11,11,31,8,4,1,7,7
"edu.umd.cs.findbugs.sourceViewer.JavaScanner",137,6,6,39,3,0,1,4,12
"edu.umd.cs.findbugs.detect.DefaultEncodingDetector",136,9,7,15,16,11,0,16,5
"edu.umd.cs.findbugs.ResourceTrackingDetector",136,9,7,25,19,14,2,20,4
"edu.umd.cs.findbugs.detect.InitializeNonnullFieldsInConstructor",136,8,8,41,14,9,0,12,5
"edu.umd.cs.findbugs.ba.generic.GenericObjectType",135,19,19,41,12,4,14,9,3
"edu.umd.cs.findbugs.detect.CallToUnconditionalThrower",135,4,3,22,30,21,0,26,4
"edu.umd.cs.findbugs.detect.FindReturnRef",134,7,6,39,10,7,0,10,11
"edu.umd.cs.findbugs.detect.LostLoggerDueToWeakReference",134,7,4,39,12,8,0,12,6
"edu.umd.cs.findbugs.CommandLineUiCallback",133,22,21,30,12,2,2,7,2
"edu.umd.cs.findbugs.BugAccumulator",133,13,13,27,11,4,55,6,9
"edu.umd.cs.findbugs.SelfCalls",133,12,10,29,16,4,1,7,6
"edu.umd.cs.findbugs.util.Strings",133,9,8,36,5,0,6,8,8
"edu.umd.cs.findbugs.BugPattern",132,23,23,27,2,1,8,5,12
"edu.umd.cs.findbugs.visitclass.PrintClass",132,3,3,36,11,0,0,7,3
"edu.umd.cs.findbugs.IntAnnotation",130,18,17,30,5,2,11,10,14
"edu.umd.cs.findbugs.ba.SignatureConverter",130,13,13,32,7,1,18,4,1
"edu.umd.cs.findbugs.gui2.AboutDialog",130,11,6,7,9,3,1,16,11
"edu.umd.cs.findbugs.ba.jsr305.SourceSinkInfo",129,17,17,40,3,2,6,4,8
"edu.umd.cs.findbugs.detect.MultithreadedInstanceAccess",129,7,6,25,17,5,0,9,8
"edu.umd.cs.findbugs.detect.FindMismatchedWaitOrNotify",129,5,4,24,28,17,0,22,2
"edu.umd.cs.findbugs.TypeAnnotation",128,18,18,30,8,6,22,11,10
"edu.umd.cs.findbugs.DetectorsTest",128,10,6,24,13,1,0,5,6
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierResolver",128,6,4,27,13,9,0,11,9
"edu.umd.cs.findbugs.PackageMemberAnnotation",127,18,11,32,6,4,3,7,3
"edu.umd.cs.findbugs.ba.LiveLocalStoreAnalysis",127,14,13,32,10,0,4,4,2
"edu.umd.cs.findbugs.jaif.JAIFScanner",127,11,8,15,5,0,2,1,26
"edu.umd.cs.findbugs.detect.FindNonSerializableValuePassedToWriteObject",127,4,3,25,26,15,0,21,2
"edu.umd.cs.findbugs.detect.InefficientInitializationInsideLoop",126,7,4,43,18,7,0,13,15
"edu.umd.cs.findbugs.workflow.CountClassVersions",126,5,4,24,21,6,0,17,3
"edu.umd.cs.findbugs.ba.jsr305.Analysis",125,6,3,24,22,14,3,17,3
"edu.umd.cs.findbugs.detect.CallToUnsupportedMethod",125,4,3,22,28,17,0,19,1
"edu.umd.cs.findbugs.detect.FindFieldSelfAssignment",125,3,3,38,13,9,0,13,7
"edu.umd.cs.findbugs.ClassAnnotation",124,15,14,30,8,6,29,11,10
"edu.umd.cs.findbugs.ba.ResourceValueFrameModelingVisitor",123,16,12,24,14,0,3,2,0
"edu.umd.cs.findbugs.anttask.FindBugsViewerTask",123,15,14,30,7,1,0,3,11
"edu.umd.cs.findbugs.gui2.FilterMatcher",123,13,13,30,6,3,4,7,6
"edu.umd.cs.findbugs.detect.FindTwoLockWait",123,7,6,24,23,12,0,17,4
"edu.umd.cs.findbugs.detect.VolatileUsage",122,8,5,35,11,8,0,11,6
"edu.umd.cs.findbugs.detect.FindNonSerializableStoreIntoSession",122,4,3,22,27,16,0,22,3
"edu.umd.cs.findbugs.classfile.impl.ZipFileCodeBase",121,9,8,16,12,3,1,8,2
"edu.umd.cs.findbugs.detect.UnnecessaryMath",121,4,4,22,13,5,0,10,8
"edu.umd.cs.findbugs.classfile.ClassDescriptor",120,25,24,30,8,2,136,7,4
